"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC26A4-AS1",75.3568676440927,-1.42685470061231,0.37657966819079,-3.78898496423712,0.000151264067590108,0.00975433161111261
"NET1",4908.09294104535,0.371148097726356,0.0979278713280883,3.7900149640024,0.000150638209669645,0.00975433161111261
"ALS2CL",1111.04678854038,-0.826662083217024,0.218279414755367,-3.78717381180214,0.000152370517237234,0.00975893445471079
"SLC16A6",1673.48983035822,-0.672628747396094,0.177881333793328,-3.78133406722478,0.000155990180404435,0.00994363819804499
"SYVN1",1744.48029279343,-0.875768017334133,0.231948275979823,-3.7757039306915,0.00015955642191304,0.0100759134847328
"PSG1",1658.70957786056,-0.606449888587502,0.160590229029797,-3.77638099311121,0.00015912353379286,0.0100759134847328
"TSPYL2",1561.7866854469,-0.61162391957161,0.162238107905938,-3.76991526507579,0.000163302981869677,0.0102645418464503
"CSF2",46.6088515355827,-4.37523539377782,1.16100721512681,-3.76848251825889,0.000164242985413455,0.0102758319670252
"IL11",141.432312950171,-1.22602620139023,0.325631261605243,-3.76507524291853,0.000166498936585762,0.0103689706406451
"DKK4",2882.55829009474,0.886228625415306,0.235992241353332,3.75532949868648,0.000173113578669683,0.0107314536795509
"ITGA3",13530.9719593156,-0.894887809254304,0.238667582908258,-3.749515532649,0.000177176523108335,0.0109331668186577
"MNX1-AS1",145.247256064918,1.25664875126723,0.335756448545898,3.74273899044845,0.000182025273916431,0.0111813161441211
"FBLN1",487.66253472426,0.800080679322621,0.214031477169557,3.73814492103323,0.000185383082494968,0.0113360496689457
"LCN2",404.477104561998,-1.70570215796827,0.45667712062044,-3.73502871273891,0.000187693771205979,0.0113883964733976
"STAT2",1701.31406733259,-0.678510317257297,0.181676381359934,-3.73471946203643,0.000187924553320087,0.0113883964733976
"CLIP4",96.2717440514378,-1.45394785850287,0.389463503441986,-3.73320695175087,0.000189057129967673,0.0114058841713533
"COL5A3",23.1482821435855,-3.5304434762722,0.947187100634508,-3.72729260555512,0.000193547710562024,0.0116249056023786
"PTPRU",1687.35544242729,-0.840542195938745,0.22565672355859,-3.7248710460892,0.000195415089719764,0.011685130630411
"TRIB1",5088.6134774625,-0.417255251574411,0.112105971566847,-3.72197168217403,0.0001976731958759,0.0117680862073432
"RRAGC",1399.11987186271,-0.466518633611286,0.125685336036436,-3.71179843506996,0.000205791841625309,0.0121976795952825
"ZFYVE28",165.173248453102,-1.04694261059788,0.282171611498504,-3.71030453785899,0.000207010075089824,0.0122163063526807
