"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PTGS1",70.9832906913705,-3.21687350029042,0.609147757934347,-5.28094121399874,1.28521926068972e-07,3.38124036159817e-05
"WARS1",4320.29447991784,-0.766363591095945,0.145211649787073,-5.27756273150039,1.30913395334259e-07,3.38124036159817e-05
"ALOXE3",120.503808088535,-1.71516772503922,0.324890671043795,-5.27921506495953,1.29738456503795e-07,3.38124036159817e-05
"PORCN",645.198501963595,-1.05587378914326,0.202281810311308,-5.21981579815947,1.7910117497686e-07,4.54608189311953e-05
"HAS3",259.266749910899,1.43006405835155,0.274644308151543,5.20696776123419,1.91951426263971e-07,4.7098481624303e-05
"HMOX1",375.418800228702,-1.37058432477827,0.263189925948479,-5.20758657398828,1.9131258590012e-07,4.7098481624303e-05
"NEAT1",22145.6791797885,-0.8364232351558,0.161434223498461,-5.18120146416025,2.20461216682034e-07,5.32070497048017e-05
"ADAMTS8",1185.53958466376,0.765217154233575,0.148268596976236,5.16101972932422,2.45608291338139e-07,5.83200849206466e-05
"SDC3",3409.75184219109,0.696224262456402,0.135193973784483,5.14981728080776,2.60740346309658e-07,6.09304663233457e-05
"PRSS35",44.1511002809316,-4.9034505909942,0.957909206381232,-5.11890955669833,3.07307279725967e-07,7.06902776894639e-05
"ANKRD1",8627.35319029509,-0.781428759853061,0.153055989540964,-5.10550918129159,3.29904969127173e-07,7.47209377767729e-05
"CACNA1E",89.7194233171063,2.07801789523155,0.408003563097904,5.09313663697813,3.52187688466354e-07,7.85591992363888e-05
"VAT1L",514.520599064512,1.46336120333419,0.288275109910502,5.07626622287477,3.84923873806727e-07,8.45798398534721e-05
"KCNIP3",270.658035894397,-1.15710464822305,0.229518004582658,-5.04145481016646,4.62005964886057e-07,0.000100024291397831
"EEPD1",1071.93798494831,0.837275700004312,0.167428263409731,5.00080263005135,5.70921354928324e-07,0.000120072916960783
"PSG5",252.313894671331,-1.70741913945052,0.341290373280847,-5.00283416445939,5.6493536893468e-07,0.000120072916960783
"JUN",2274.87286321544,-0.985044627159842,0.198359146316372,-4.96596524764605,6.83601966588695e-07,0.000141746312001673
"KIZ",4505.22294776875,0.626299424720336,0.126367839085409,4.95616154595342,7.18994426017937e-07,0.000147014388053279
"UBTF",2673.73370076613,0.579484381403554,0.118163480687682,4.90409031649286,9.38612983028421e-07,0.00018929123748143
"SERPINE2",397.165511887504,-1.10811149136138,0.226781024186156,-4.88626195837168,1.0276844395043e-06,0.000204453652951112
"KLF4",688.297305001534,-0.914051578183915,0.187438380932129,-4.87654435360755,1.07960421784203e-06,0.000211919110600938
"GRB10",609.092644066078,-0.803596220827279,0.165099772924059,-4.86733692357596,1.13112099332246e-06,0.000219110042943333
"IL10RA",53.8139979469043,-2.43699897856605,0.501663966739008,-4.8578314173278,1.18678386145151e-06,0.000224929399577337
"ANO2",191.869025349139,-1.34681832730324,0.277293745472586,-4.85700939632766,1.19171941088387e-06,0.000224929399577337
"CRYBG2",623.951316845338,-1.11810872288647,0.230569214921509,-4.84934089430413,1.23872381317745e-06,0.000230841670602511
"RTL5",286.988365880944,-1.31281118792247,0.271716216308575,-4.83155258731989,1.35472424476102e-06,0.000249303129142147
"CDK8",2923.19869046204,0.601255509685878,0.125046825891103,4.80824287542878,1.52262708269825e-06,0.00027416132950103
"TRIB3",2595.47591142002,-1.06889504699028,0.2223315307603,-4.80766287775294,1.52704992657821e-06,0.00027416132950103
"MCAM",5717.59733519681,-0.664284716764061,0.139534197235331,-4.7607305587154,1.92893431499903e-06,0.000342141819101394
"LCN2",404.477104561998,-2.15423942028566,0.457437867641946,-4.70935961508956,2.48496298687984e-06,0.000435519346343393
"HSPB8",136.357091047689,-1.4817042537542,0.314999695362868,-4.70382757687221,2.55328902054339e-06,0.000442229658358115
"PTK6",776.35767646813,-0.758366366040966,0.161539668644437,-4.69461385184712,2.67110811370264e-06,0.000457256437789887
"CORO6",782.235969873002,-1.07958714548269,0.231317527748876,-4.66712209830771,3.05447834581697e-06,0.000516873910426637
"CASS4",266.453866270714,1.14708260547238,0.246093238577991,4.66117075016206,3.14415734988372e-06,0.000526003233011229
"IL11",141.432312950171,-1.51067651083649,0.325000554688244,-4.64822748467491,3.34799567049354e-06,0.000553811149000066
"FGF19",2205.46108541647,0.72156537984645,0.155443178586318,4.64198806540591,3.45072797034308e-06,0.000564462413104343
"SDK2",55.0119064641942,-3.18150309719732,0.688925429741073,-4.61806599067343,3.87333087422702e-06,0.000626628320113958
"HSPA5",16443.3146218509,-0.923599370719726,0.200425086356545,-4.60820243368484,4.0616512503202e-06,0.000649952496817544
"PPP2R5B",450.510236942506,-0.964884825755099,0.209742851060647,-4.60032282805244,4.21836676121946e-06,0.000667771994179278
"P4HA2",3263.71610923432,-0.550752604910185,0.119910449259483,-4.59303261985427,4.36850745857304e-06,0.0006841826255863
"MOK",197.599936598791,-1.32208227763658,0.288339788974291,-4.58515379490155,4.53652386487654e-06,0.0007030179404075
"NRP1",1169.27779446607,-0.965853353708583,0.21091841031856,-4.57927476434991,4.66590932691898e-06,0.000715536636571887
"SAP30L",1004.39964738679,0.765446584577258,0.167351603921768,4.57388257201935,4.78768240024152e-06,0.000726641858725315
"CEBPG",1926.53223521592,-0.651852141679896,0.142791778600673,-4.56505373115944,4.99366421983603e-06,0.000750170659637
"DCBLD2",6396.13074815103,-0.83483299168283,0.183230803483987,-4.55618256215195,5.20916655995529e-06,0.000774639899956179
"ACP7",297.193968402612,-1.11707777047193,0.245463830254935,-4.55088543722208,5.34206304829886e-06,0.000783371629546994
"IL2RG",154.01806028755,-2.04405983129536,0.449281511748291,-4.54961928734013,5.37430611222975e-06,0.000783371629546994
"MGLL",778.378322192355,-1.34775191784314,0.296901548631739,-4.53938998989467,5.64172053056026e-06,0.000814288329910864
"MYADM",3986.6716563648,-0.841896226090092,0.185779563339922,-4.53169450371498,5.85124273199501e-06,0.000836330053402238
"FOSB",155.694932180249,-1.61959050820603,0.357561185942736,-4.52954787006835,5.91100411326676e-06,0.00083674810149532
"SECTM1",826.388662403532,-1.14768126365174,0.253852843655518,-4.52104946757721,6.15338054068673e-06,0.000862762555428477
"XBP1",1099.23532374456,-0.720461877879202,0.16004049825452,-4.50174728107519,6.73970911860798e-06,0.000936056581548553
