"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"DNA-templated transcription, initiation (GO:0006352)","2/168",0.395591436614101,0.481704534759752,0,0,1.48132530120482,1.37374157153287,"NR1D1;PPARGC1A"
"negative regulation of kinase activity (GO:0033673)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"TRIB3"
"regulation of neurogenesis (GO:0050767)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"ASCL2"
"glucose metabolic process (GO:0006006)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"PPARGC1A"
"response to retinoic acid (GO:0032526)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"AQP1"
"I-kappaB kinase/NF-kappaB signaling (GO:0007249)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"BIRC3"
"stress-activated MAPK cascade (GO:0051403)","1/62",0.396505093237619,0.481704534759752,0,0,2.01374605437328,1.86284879792544,"ZFP36"
"peptidyl-serine modification (GO:0018209)","2/169",0.398439572448778,0.483610600320856,0,0,1.47238023952096,1.35488345680996,"RPS6KA2;SGK1"
"actin cytoskeleton reorganization (GO:0031532)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"ANXA1"
"cell cycle G1/S phase transition (GO:0044843)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"INHBA"
"neuropeptide signaling pathway (GO:0007218)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"SORCS2"
"COPII vesicle coating (GO:0048208)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"SEC24D"
"vesicle coating (GO:0006901)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"SEC24D"
"vesicle targeting, rough ER to cis-Golgi (GO:0048207)","1/63",0.401408593736087,0.484547052475222,0,0,1.98116609897816,1.80835974471496,"SEC24D"
"neuron projection development (GO:0031175)","2/171",0.40411726842628,0.487372056634429,0,0,1.45480769230769,1.31812876385586,"SGK1;GAS7"
"protein catabolic process (GO:0030163)","1/64",0.406272496324691,0.489525057046963,0,0,1.9496204278813,1.75608389160156,"NR1D1"
"positive regulation of programmed cell death (GO:0043068)","3/286",0.409285943299657,0.49270728206137,0,0,1.30375358357224,1.16469684214677,"BCL6;RPS6KA2;ARHGEF17"
